m,trajs
75,"[(9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 7), (7, 4, 6), (6, 4, 7), (7, 4, 8), (8, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9)]"
76,"[(2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 55), (55, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 75), (75, 4, 76)]"
77,"[(8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 18), (18, 4, 28), (28, 4, 29), (29, 2, 28)]"
78,"[(1, 3, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 10), (10, 2, 0)]"
79,"[(6, 4, 5), (5, 1, 6), (6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 19), (19, 2, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 7), (7, 4, 7), (7, 4, 7), (7, 4, 17), (17, 4, 18), (18, 4, 28)]"
80,"[(7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19)]"
81,"[(1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 1), (1, 3, 11), (11, 3, 10), (10, 2, 10), (10, 2, 11), (11, 3, 1), (1, 3, 1), (1, 3, 0), (0, 0, 10), (10, 2, 10), (10, 2, 11), (11, 3, 12), (12, 4, 13), (13, 4, 23), (23, 4, 22), (22, 4, 23)]"
82,"[(7, 4, 17), (17, 4, 18), (18, 4, 28), (28, 4, 29), (29, 2, 28), (28, 4, 29), (29, 2, 29), (29, 2, 28), (28, 4, 29), (29, 2, 19), (19, 2, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
83,"[(1, 3, 11), (11, 3, 11), (11, 3, 21), (21, 3, 20), (20, 1, 20), (20, 1, 30), (30, 1, 20), (20, 1, 30), (30, 1, 40), (40, 1, 40), (40, 1, 40), (40, 1, 50), (50, 1, 50), (50, 1, 60), (60, 1, 70), (70, 1, 70), (70, 1, 80), (80, 1, 90), (90, 0, 90), (90, 0, 90)]"
84,"[(9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 19), (19, 2, 9)]"
85,"[(6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 8), (8, 4, 9)]"
86,"[(8, 4, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 18), (18, 4, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8)]"
87,"[(4, 4, 5), (5, 1, 4), (4, 4, 5), (5, 1, 6), (6, 4, 16), (16, 1, 26), (26, 3, 25), (25, 1, 15), (15, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 85), (85, 4, 85)]"
88,"[(4, 4, 5), (5, 1, 15), (15, 1, 5), (5, 1, 5), (5, 1, 15), (15, 1, 16), (16, 1, 26), (26, 3, 27), (27, 3, 26), (26, 3, 16), (16, 1, 26), (26, 3, 16), (16, 1, 26), (26, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 64)]"
89,"[(4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 75), (75, 4, 76), (76, 1, 66), (66, 1, 76), (76, 1, 86)]"
90,"[(7, 4, 8), (8, 4, 8), (8, 4, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
91,"[(1, 3, 2), (2, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 4), (4, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 87)]"
92,"[(6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 8), (8, 4, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9)]"
93,"[(9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9), (9, 0, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9)]"
94,"[(3, 4, 4), (4, 4, 5), (5, 1, 4), (4, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 75), (75, 4, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86)]"
95,"[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 10), (10, 2, 0), (0, 0, 10), (10, 2, 20), (20, 1, 30)]"
96,"[(1, 3, 0), (0, 0, 0), (0, 0, 1), (1, 3, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]"
97,"[(4, 4, 5), (5, 1, 4), (4, 4, 5), (5, 1, 15), (15, 1, 16), (16, 1, 26), (26, 3, 27), (27, 3, 17), (17, 4, 18), (18, 4, 18), (18, 4, 19), (19, 2, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9)]"
98,"[(9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9)]"
99,"[(8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19)]"
100,"[(0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 20), (20, 1, 20), (20, 1, 30), (30, 1, 40), (40, 1, 40), (40, 1, 50), (50, 1, 60), (60, 1, 70), (70, 1, 71), (71, 1, 81), (81, 1, 91), (91, 3, 90), (90, 0, 90), (90, 0, 91), (91, 3, 90), (90, 0, 90), (90, 0, 90)]"
101,"[(4, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 76), (76, 1, 66), (66, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 77), (77, 1, 76), (76, 1, 86)]"
102,"[(3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 97), (97, 2, 87)]"
103,"[(9, 0, 8), (8, 4, 18), (18, 4, 19), (19, 2, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 19), (19, 2, 29), (29, 2, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 29), (29, 2, 28)]"
104,"[(6, 4, 16), (16, 1, 26), (26, 3, 25), (25, 1, 24), (24, 1, 14), (14, 1, 24), (24, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 56), (56, 1, 66), (66, 1, 67), (67, 1, 57), (57, 1, 58), (58, 1, 57), (57, 1, 67)]"
105,"[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]"
106,"[(6, 4, 6), (6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 7), (7, 4, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9)]"
107,"[(4, 4, 4), (4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 85), (85, 4, 86), (86, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87)]"
108,"[(8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19)]"
109,"[(6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 18), (18, 4, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9)]"
110,"[(7, 4, 8), (8, 4, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 7), (7, 4, 17), (17, 4, 18), (18, 4, 19)]"
111,"[(8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 18), (18, 4, 28), (28, 4, 29), (29, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
112,"[(0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 1), (1, 3, 11), (11, 3, 12), (12, 4, 12), (12, 4, 11), (11, 3, 21), (21, 3, 11), (11, 3, 10)]"
113,"[(1, 3, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 1), (1, 3, 1), (1, 3, 2), (2, 4, 3), (3, 4, 4), (4, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 16), (16, 1, 26)]"
114,"[(1, 3, 0), (0, 0, 10), (10, 2, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 1), (1, 3, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 1), (1, 3, 0)]"
115,"[(1, 3, 2), (2, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 6), (6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8)]"
116,"[(7, 4, 6), (6, 4, 5), (5, 1, 6), (6, 4, 7), (7, 4, 17), (17, 4, 16), (16, 1, 15), (15, 1, 14), (14, 1, 14), (14, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75)]"
117,"[(1, 3, 1), (1, 3, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 10), (10, 2, 11), (11, 3, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 1), (1, 3, 0), (0, 0, 1), (1, 3, 1), (1, 3, 1), (1, 3, 0)]"
118,"[(4, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 64), (64, 1, 74), (74, 4, 75), (75, 4, 74), (74, 4, 75), (75, 4, 75), (75, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 88)]"
119,"[(2, 4, 1), (1, 3, 2), (2, 4, 3), (3, 4, 4), (4, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 24), (24, 1, 24), (24, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 35), (35, 1, 45), (45, 1, 55)]"
120,"[(0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]"
121,"[(2, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 75), (75, 4, 75), (75, 4, 76), (76, 1, 76)]"
122,"[(2, 4, 3), (3, 4, 2), (2, 4, 3), (3, 4, 4), (4, 4, 14), (14, 1, 14), (14, 1, 4), (4, 4, 5), (5, 1, 15), (15, 1, 25), (25, 1, 25), (25, 1, 25), (25, 1, 35), (35, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 45)]"
123,"[(7, 4, 8), (8, 4, 8), (8, 4, 18), (18, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9)]"
124,"[(8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 9), (9, 0, 9)]"
125,"[(3, 4, 4), (4, 4, 5), (5, 1, 4), (4, 4, 4), (4, 4, 5), (5, 1, 15), (15, 1, 5), (5, 1, 5), (5, 1, 15), (15, 1, 5), (5, 1, 5), (5, 1, 6), (6, 4, 16), (16, 1, 26), (26, 3, 26), (26, 3, 25), (25, 1, 15), (15, 1, 25), (25, 1, 24), (24, 1, 24)]"
126,"[(1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 1), (1, 3, 1), (1, 3, 1), (1, 3, 0), (0, 0, 0)]"
127,"[(4, 4, 5), (5, 1, 6), (6, 4, 7), (7, 4, 17), (17, 4, 18), (18, 4, 28), (28, 4, 29), (29, 2, 19), (19, 2, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
128,"[(0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 20), (20, 1, 30), (30, 1, 40), (40, 1, 50), (50, 1, 60), (60, 1, 70), (70, 1, 80), (80, 1, 90), (90, 0, 90), (90, 0, 90), (90, 0, 91), (91, 3, 90), (90, 0, 90)]"
129,"[(0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0)]"
130,"[(2, 4, 12), (12, 4, 12), (12, 4, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 76), (76, 1, 77), (77, 1, 87), (87, 0, 87), (87, 0, 77), (77, 1, 87), (87, 0, 87), (87, 0, 87)]"
131,"[(4, 4, 14), (14, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 16), (16, 1, 6), (6, 4, 6), (6, 4, 7), (7, 4, 17), (17, 4, 7), (7, 4, 7), (7, 4, 8), (8, 4, 8), (8, 4, 7), (7, 4, 17), (17, 4, 17), (17, 4, 18), (18, 4, 19), (19, 2, 9), (9, 0, 8)]"
132,"[(6, 4, 7), (7, 4, 8), (8, 4, 8), (8, 4, 9), (9, 0, 8), (8, 4, 18), (18, 4, 18), (18, 4, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
133,"[(1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 11), (11, 3, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 11), (11, 3, 10), (10, 2, 10), (10, 2, 0), (0, 0, 0)]"
134,"[(2, 4, 3), (3, 4, 4), (4, 4, 4), (4, 4, 5), (5, 1, 6), (6, 4, 16), (16, 1, 26), (26, 3, 25), (25, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 76), (76, 1, 76)]"
135,"[(7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19)]"
136,"[(6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 8), (8, 4, 7), (7, 4, 8)]"
137,"[(5, 1, 15), (15, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 34), (34, 1, 24), (24, 1, 24), (24, 1, 23), (23, 4, 24), (24, 1, 23), (23, 4, 24), (24, 1, 34), (34, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 66), (66, 1, 65), (65, 1, 66)]"
138,"[(1, 3, 0), (0, 0, 10), (10, 2, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 10), (10, 2, 0), (0, 0, 10), (10, 2, 0), (0, 0, 1), (1, 3, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]"
139,"[(1, 3, 1), (1, 3, 1), (1, 3, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 2), (2, 4, 2), (2, 4, 3), (3, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 4), (4, 4, 5), (5, 1, 5)]"
140,"[(8, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 18), (18, 4, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8), (8, 4, 7)]"
141,"[(9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9)]"
142,"[(1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 3, 2), (2, 4, 3), (3, 4, 4), (4, 4, 3), (3, 4, 3), (3, 4, 4), (4, 4, 4), (4, 4, 5), (5, 1, 5), (5, 1, 15), (15, 1, 5)]"
143,"[(8, 4, 18), (18, 4, 28), (28, 4, 29), (29, 2, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 29), (29, 2, 28), (28, 4, 29), (29, 2, 29), (29, 2, 19), (19, 2, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19)]"
144,"[(6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 8), (8, 4, 18), (18, 4, 28), (28, 4, 29), (29, 2, 29)]"
145,"[(4, 4, 5), (5, 1, 6), (6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 19), (19, 2, 29)]"
146,"[(2, 4, 1), (1, 3, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 10), (10, 2, 10), (10, 2, 0)]"
147,"[(6, 4, 7), (7, 4, 8), (8, 4, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 9), (9, 0, 9), (9, 0, 19), (19, 2, 9), (9, 0, 9), (9, 0, 9), (9, 0, 9), (9, 0, 8), (8, 4, 8)]"
148,"[(0, 0, 1), (1, 3, 0), (0, 0, 1), (1, 3, 2), (2, 4, 1), (1, 3, 1), (1, 3, 0), (0, 0, 0), (0, 0, 1), (1, 3, 0), (0, 0, 0), (0, 0, 10), (10, 2, 0), (0, 0, 0), (0, 0, 10), (10, 2, 20), (20, 1, 20), (20, 1, 21), (21, 3, 20), (20, 1, 30)]"
