m,trajs
75,"[(7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 14), (14, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76)]"
76,"[(2, 4, 3), (3, 4, 2), (2, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 54), (54, 1, 64), (64, 1, 65), (65, 1, 65), (65, 1, 64)]"
77,"[(2, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 14), (14, 1, 13), (13, 4, 23), (23, 4, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 84), (84, 4, 84)]"
78,"[(7, 3, 8), (8, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 65), (65, 1, 75), (75, 4, 65), (65, 1, 75), (75, 4, 76), (76, 1, 75), (75, 4, 76)]"
79,"[(3, 4, 2), (2, 4, 12), (12, 4, 13), (13, 4, 12), (12, 4, 11), (11, 4, 12), (12, 4, 12), (12, 4, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87)]"
80,"[(3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 88), (88, 3, 88), (88, 3, 87), (87, 0, 88), (88, 3, 98)]"
81,"[(9, 3, 9), (9, 3, 19), (19, 1, 29), (29, 3, 28), (28, 3, 27), (27, 3, 27), (27, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 75), (75, 4, 76), (76, 1, 76), (76, 1, 86)]"
82,"[(0, 4, 0), (0, 4, 1), (1, 4, 1), (1, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 3), (3, 4, 13), (13, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 54), (54, 1, 54), (54, 1, 64)]"
83,"[(2, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87)]"
84,"[(6, 3, 5), (5, 1, 5), (5, 1, 5), (5, 1, 4), (4, 1, 3), (3, 4, 13), (13, 4, 14), (14, 1, 14), (14, 1, 15), (15, 1, 14), (14, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 65)]"
85,"[(2, 4, 3), (3, 4, 2), (2, 4, 2), (2, 4, 3), (3, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 3), (3, 4, 4), (4, 1, 4), (4, 1, 4), (4, 1, 14), (14, 1, 14), (14, 1, 24), (24, 1, 25), (25, 1, 24), (24, 1, 24), (24, 1, 24), (24, 1, 34), (34, 1, 34)]"
86,"[(5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 86), (86, 4, 86), (86, 4, 87), (87, 0, 88), (88, 3, 87), (87, 0, 77), (77, 1, 87)]"
87,"[(2, 4, 3), (3, 4, 2), (2, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 75), (75, 4, 75), (75, 4, 65), (65, 1, 75), (75, 4, 76)]"
88,"[(6, 3, 5), (5, 1, 5), (5, 1, 4), (4, 1, 4), (4, 1, 3), (3, 4, 4), (4, 1, 14), (14, 1, 4), (4, 1, 3), (3, 4, 4), (4, 1, 5), (5, 1, 15), (15, 1, 5), (5, 1, 6), (6, 3, 5), (5, 1, 15), (15, 1, 5), (5, 1, 5), (5, 1, 15), (15, 1, 16)]"
89,"[(4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 86), (86, 4, 76), (76, 1, 86), (86, 4, 86), (86, 4, 76), (76, 1, 86), (86, 4, 86)]"
90,"[(6, 3, 5), (5, 1, 15), (15, 1, 16), (16, 3, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 97), (97, 2, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87), (87, 0, 86), (86, 4, 87)]"
91,"[(7, 3, 7), (7, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 23), (23, 4, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 85), (85, 4, 86)]"
92,"[(6, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 5), (5, 1, 15), (15, 1, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 56), (56, 1, 46), (46, 1, 56), (56, 1, 66), (66, 1, 66), (66, 1, 76), (76, 1, 75), (75, 4, 74)]"
93,"[(8, 3, 8), (8, 3, 7), (7, 3, 6), (6, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 77), (77, 1, 87), (87, 0, 77)]"
94,"[(1, 4, 2), (2, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 75), (75, 4, 76), (76, 1, 75), (75, 4, 76), (76, 1, 86)]"
95,"[(1, 4, 2), (2, 4, 1), (1, 4, 2), (2, 4, 1), (1, 4, 0), (0, 4, 1), (1, 4, 1), (1, 4, 2), (2, 4, 12), (12, 4, 22), (22, 4, 23), (23, 4, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 44), (44, 1, 44), (44, 1, 44)]"
96,"[(2, 4, 3), (3, 4, 2), (2, 4, 2), (2, 4, 3), (3, 4, 2), (2, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 4), (4, 1, 4), (4, 1, 5), (5, 1, 15), (15, 1, 14), (14, 1, 24), (24, 1, 25), (25, 1, 26), (26, 3, 27), (27, 3, 28), (28, 3, 29), (29, 3, 29)]"
97,"[(2, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 13), (13, 4, 3), (3, 4, 13), (13, 4, 23), (23, 4, 24), (24, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 65)]"
98,"[(5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 85), (85, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 86), (86, 4, 87)]"
99,"[(6, 3, 5), (5, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 16), (16, 3, 6), (6, 3, 5), (5, 1, 4), (4, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 75)]"
100,"[(4, 1, 14), (14, 1, 24), (24, 1, 25), (25, 1, 35), (35, 1, 34), (34, 1, 34), (34, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 86), (86, 4, 87)]"
101,"[(3, 4, 3), (3, 4, 13), (13, 4, 13), (13, 4, 14), (14, 1, 13), (13, 4, 13), (13, 4, 14), (14, 1, 24), (24, 1, 25), (25, 1, 25), (25, 1, 26), (26, 3, 27), (27, 3, 27), (27, 3, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75)]"
102,"[(7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 85), (85, 4, 86), (86, 4, 87), (87, 0, 87), (87, 0, 97), (97, 2, 87), (87, 0, 87)]"
103,"[(7, 3, 8), (8, 3, 9), (9, 3, 9), (9, 3, 8), (8, 3, 8), (8, 3, 8), (8, 3, 7), (7, 3, 7), (7, 3, 17), (17, 3, 16), (16, 3, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 77), (77, 1, 78)]"
104,"[(4, 1, 14), (14, 1, 4), (4, 1, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 96), (96, 2, 95), (95, 4, 96)]"
105,"[(5, 1, 5), (5, 1, 4), (4, 1, 4), (4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 65), (65, 1, 55), (55, 1, 56)]"
106,"[(4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 54), (54, 1, 64), (64, 1, 65), (65, 1, 65), (65, 1, 55), (55, 1, 56), (56, 1, 55), (55, 1, 65), (65, 1, 66), (66, 1, 76), (76, 1, 77), (77, 1, 87), (87, 0, 86)]"
107,"[(2, 4, 2), (2, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 4), (4, 1, 5), (5, 1, 4), (4, 1, 4), (4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 74), (74, 4, 75)]"
108,"[(4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 66), (66, 1, 67), (67, 1, 77), (77, 1, 77), (77, 1, 87), (87, 0, 87), (87, 0, 87), (87, 0, 77), (77, 1, 87), (87, 0, 86)]"
109,"[(7, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 64), (64, 1, 74), (74, 4, 74), (74, 4, 64), (64, 1, 74), (74, 4, 74), (74, 4, 75), (75, 4, 75), (75, 4, 75), (75, 4, 76), (76, 1, 86)]"
110,"[(5, 1, 5), (5, 1, 15), (15, 1, 16), (16, 3, 15), (15, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87)]"
111,"[(6, 3, 16), (16, 3, 6), (6, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 6), (6, 3, 7), (7, 3, 17), (17, 3, 16), (16, 3, 15), (15, 1, 14), (14, 1, 13), (13, 4, 23), (23, 4, 22), (22, 4, 12), (12, 4, 13), (13, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24)]"
112,"[(9, 3, 8), (8, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 16), (16, 3, 15), (15, 1, 15), (15, 1, 15), (15, 1, 16), (16, 3, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 74), (74, 4, 74), (74, 4, 84)]"
113,"[(5, 1, 15), (15, 1, 14), (14, 1, 24), (24, 1, 24), (24, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 77), (77, 1, 77), (77, 1, 76), (76, 1, 66), (66, 1, 56), (56, 1, 46), (46, 1, 56)]"
114,"[(7, 3, 6), (6, 3, 16), (16, 3, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 85), (85, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 86), (86, 4, 87)]"
115,"[(2, 4, 3), (3, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 66), (66, 1, 76)]"
116,"[(6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87), (87, 0, 88), (88, 3, 87), (87, 0, 87)]"
117,"[(1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76)]"
118,"[(2, 4, 3), (3, 4, 3), (3, 4, 4), (4, 1, 4), (4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 34), (34, 1, 34), (34, 1, 24), (24, 1, 23), (23, 4, 24), (24, 1, 34), (34, 1, 44)]"
119,"[(2, 4, 1), (1, 4, 2), (2, 4, 12), (12, 4, 13), (13, 4, 12), (12, 4, 13), (13, 4, 12), (12, 4, 13), (13, 4, 3), (3, 4, 4), (4, 1, 4), (4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 14), (14, 1, 13), (13, 4, 14), (14, 1, 14), (14, 1, 15), (15, 1, 25)]"
120,"[(4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 64), (64, 1, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 77), (77, 1, 67)]"
121,"[(9, 3, 9), (9, 3, 8), (8, 3, 7), (7, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 96), (96, 2, 95), (95, 4, 96), (96, 2, 86), (86, 4, 87)]"
122,"[(1, 4, 1), (1, 4, 1), (1, 4, 11), (11, 4, 12), (12, 4, 13), (13, 4, 13), (13, 4, 13), (13, 4, 14), (14, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 44), (44, 1, 44), (44, 1, 44), (44, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 54)]"
123,"[(4, 1, 14), (14, 1, 24), (24, 1, 23), (23, 4, 24), (24, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 25), (25, 1, 35), (35, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 65), (65, 1, 64), (64, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 74)]"
124,"[(5, 1, 5), (5, 1, 15), (15, 1, 15), (15, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 64), (64, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87), (87, 0, 86)]"
125,"[(0, 4, 1), (1, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 4), (4, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 76)]"
126,"[(9, 3, 19), (19, 1, 9), (9, 3, 8), (8, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 65)]"
127,"[(5, 1, 15), (15, 1, 25), (25, 1, 26), (26, 3, 25), (25, 1, 24), (24, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 54), (54, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 74), (74, 4, 75), (75, 4, 85), (85, 4, 86)]"
128,"[(5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 77), (77, 1, 87), (87, 0, 77), (77, 1, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87)]"
129,"[(8, 3, 9), (9, 3, 9), (9, 3, 19), (19, 1, 9), (9, 3, 8), (8, 3, 18), (18, 3, 18), (18, 3, 8), (8, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 56), (56, 1, 56), (56, 1, 66)]"
130,"[(7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 44), (44, 1, 44), (44, 1, 44), (44, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 55), (55, 1, 56), (56, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 75), (75, 4, 85)]"
131,"[(1, 4, 1), (1, 4, 1), (1, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 4), (4, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 65), (65, 1, 66), (66, 1, 76), (76, 1, 76), (76, 1, 75)]"
132,"[(2, 4, 3), (3, 4, 13), (13, 4, 12), (12, 4, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 44), (44, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 75), (75, 4, 74), (74, 4, 75), (75, 4, 75), (75, 4, 76)]"
133,"[(6, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 64), (64, 1, 74), (74, 4, 74), (74, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87), (87, 0, 87), (87, 0, 87)]"
134,"[(0, 4, 1), (1, 4, 2), (2, 4, 1), (1, 4, 2), (2, 4, 2), (2, 4, 12), (12, 4, 22), (22, 4, 23), (23, 4, 22), (22, 4, 23), (23, 4, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 64), (64, 1, 65), (65, 1, 75), (75, 4, 76)]"
135,"[(7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 46), (46, 1, 56), (56, 1, 66), (66, 1, 67), (67, 1, 66), (66, 1, 76), (76, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 85), (85, 4, 86)]"
136,"[(9, 3, 8), (8, 3, 8), (8, 3, 7), (7, 3, 6), (6, 3, 16), (16, 3, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 65), (65, 1, 65), (65, 1, 65), (65, 1, 75), (75, 4, 85), (85, 4, 75), (75, 4, 85), (85, 4, 86), (86, 4, 87)]"
137,"[(5, 1, 15), (15, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 75), (75, 4, 76), (76, 1, 66), (66, 1, 56), (56, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 76), (76, 1, 86), (86, 4, 87)]"
138,"[(2, 4, 3), (3, 4, 2), (2, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 56), (56, 1, 66), (66, 1, 66), (66, 1, 56), (56, 1, 56), (56, 1, 66), (66, 1, 76)]"
139,"[(8, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 35), (35, 1, 35), (35, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 75), (75, 4, 76), (76, 1, 86), (86, 4, 85), (85, 4, 86)]"
140,"[(4, 1, 4), (4, 1, 4), (4, 1, 5), (5, 1, 5), (5, 1, 5), (5, 1, 6), (6, 3, 5), (5, 1, 6), (6, 3, 5), (5, 1, 5), (5, 1, 4), (4, 1, 3), (3, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 4), (4, 1, 5), (5, 1, 15), (15, 1, 14), (14, 1, 13)]"
141,"[(4, 1, 4), (4, 1, 3), (3, 4, 13), (13, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 24), (24, 1, 23), (23, 4, 24), (24, 1, 34), (34, 1, 35), (35, 1, 25), (25, 1, 15), (15, 1, 5), (5, 1, 15), (15, 1, 16), (16, 3, 6), (6, 3, 5)]"
142,"[(6, 3, 5), (5, 1, 15), (15, 1, 15), (15, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 74), (74, 4, 75), (75, 4, 76), (76, 1, 76), (76, 1, 86), (86, 4, 86), (86, 4, 96), (96, 2, 86), (86, 4, 87)]"
143,"[(4, 1, 14), (14, 1, 24), (24, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 35), (35, 1, 25), (25, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 64), (64, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 74), (74, 4, 84), (84, 4, 85)]"
144,"[(3, 4, 4), (4, 1, 4), (4, 1, 14), (14, 1, 4), (4, 1, 14), (14, 1, 24), (24, 1, 34), (34, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 75), (75, 4, 75), (75, 4, 75), (75, 4, 65), (65, 1, 55), (55, 1, 45), (45, 1, 46)]"
145,"[(3, 4, 13), (13, 4, 14), (14, 1, 24), (24, 1, 34), (34, 1, 44), (44, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 64), (64, 1, 74), (74, 4, 74), (74, 4, 75), (75, 4, 65), (65, 1, 75), (75, 4, 76), (76, 1, 77), (77, 1, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87)]"
146,"[(3, 4, 3), (3, 4, 3), (3, 4, 3), (3, 4, 4), (4, 1, 14), (14, 1, 24), (24, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 35), (35, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 54), (54, 1, 64), (64, 1, 74), (74, 4, 84), (84, 4, 85), (85, 4, 86), (86, 4, 87)]"
147,"[(8, 3, 7), (7, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 25), (25, 1, 35), (35, 1, 45), (45, 1, 55), (55, 1, 65), (65, 1, 75), (75, 4, 76), (76, 1, 66), (66, 1, 56), (56, 1, 66), (66, 1, 67), (67, 1, 66), (66, 1, 76), (76, 1, 86), (86, 4, 87), (87, 0, 87)]"
148,"[(3, 4, 2), (2, 4, 3), (3, 4, 3), (3, 4, 3), (3, 4, 3), (3, 4, 4), (4, 1, 4), (4, 1, 3), (3, 4, 4), (4, 1, 5), (5, 1, 15), (15, 1, 16), (16, 3, 6), (6, 3, 5), (5, 1, 15), (15, 1, 14), (14, 1, 24), (24, 1, 24), (24, 1, 34), (34, 1, 44)]"
